NAZIV PROIZVODA,ŠIFRA PROIZVODA,MARKA PROIZVODA,NETO KOLIČINA,JEDINICA MJERE,MALOPRODAJNA CIJENA,CIJENA ZA JEDINICU MJERE,MPC ZA VRIJEME POSEBNOG OBLIKA PRODAJE,NAJNIŽA CIJENA U POSLJEDNIH 30 DANA,SIDRENA CIJENA NA 2.5.2025,BARKOD,KATEGORIJA PROIZVODA
PECIVO BURGER BUNS 2/1 170g DON,90627890,TVOJIH 5 MIN,0.17 kg,ko,2.05,12.06,,,2.05,3858885565452,HRANA
ARF STAKLO 650 ml,90627899,ARF,0.65 l,ko,2.39,3.68,,,1.79,3850105181015,SREDSTVA ZA ČIŠĆENJE
ARF DEOBAD 650ml,90628166,ARF,0.65 l,ko,3.29,5.06,,,3.29,3850105181190,SREDSTVA ZA ČIŠĆENJE
KRUH FINI DOM 700g NAREZ PAK KLARA,90632840,KLARA,0.70 kg,ko,2.79,3.99,,,2.79,3856016906549,HRANA
KRUH KLARA RUSTIKA 500g NAR PAK KLARA,90632841,KLARA,0.50 kg,ko,2.95,5.9,,,2.59,3856016906556,HRANA
KRUH RAŽENA RUSTIKA 500g NAR PAK KLARA,90632842,KLARA,0.50 kg,ko,0.85,1.7,,,2.59,3856016906563,HRANA
TEQUILA SAN JOSE SILVER 35% 0.7L,90632920,SAN JOSE,0.70 l,ko,18.39,26.27,,,18.39,3107872600394,PIĆE
BOOM BURGER 300g (MA) PIK VRBOVEC,90633021,PIK VRBOVEC,0.30 kg,ko,5.99,19.97,,,5.39,3850139280623,HRANA
PIVO KLAAS 0.5L LIM,90633079,KLAAS,0.50 l,ko,1.05,2.1,,,1.05,3850334113108,PIĆE
SOK MACE ANANAS KIWI 250ml,90642779,MACE,0.25 l,ko,2.39,9.56,,,2.39,8032523373110,PIĆE
SOK MACE ĐUMBIR LIMUNADA 250ml,90642782,MACE,0.25 l,ko,2.39,9.56,,,2.39,8032523372960,PIĆE
SOK MACE JABUKA MRKVA 250ml,90642785,MACE,0.25 l,ko,2.39,9.56,,,2.39,8032523373028,PIĆE
SOK MACE ŠIPAK JABUKA 250ml,90642789,MACE,0.25 l,ko,2.39,9.56,,,2.39,8032523373066,PIĆE
SOK MACE ĐUMBIR JABUKA 250ml,90642792,MACE,0.25 l,ko,2.39,9.56,,,2.39,8032523373042,PIĆE
ISTARSKA PANCETA 200g VP,90647774,PISINIUM,0.20 kg,ko,7.89,39.45,,,7.49,3858884937298,HRANA
ISTARSKI MIX NAREZAK 210g MAP,90647776,PISINIUM,0.21 kg,ko,10.39,49.48,,,9.99,3858894290369,HRANA
KULEN K PLUS NAR 250G,90648011,K PLUS,0.25 kg,ko,5.69,22.76,,,5.69,3850334011527,HRANA
PEČENICA DALM SUHA NAR K PLUS 250g,90648013,K PLUS,0.25 kg,ko,7.09,28.36,,,7.09,3850334019073,HRANA
KOBASICA ČAJNA NAR K PLUS 250g,90648015,K PLUS,0.25 kg,ko,5.39,21.56,,,5.39,3850334019059,HRANA
PUNJENA PLJESKAVICA 400g DILMAR,90648190,DILMAR,0.40 kg,ko,6.39,15.98,,,4.99,3859893373152,HRANA
MAJONEZA 85g VREĆ PVC ZVIJEZDA,90648352,ZVIJEZDA,0.09 kg,ko,1.49,17.5,,,1.09,3856015325228,HRANA
NAMAZ LINO LADA DUO 700g PODRAVKA,90648385,LINO LADA,0.70 kg,ko,8.19,11.7,,,6.19,3856020259884,HRANA
BUDDY MP PURETINA 405G,90648745,BUDDY,0.41 kg,ko,1.25,3.09,,,1.25,3850334018175,PROIZVODI ZA KUĆANSTVO
TEQUILA SIERRA SILVER 0.7L,90648899,SIERRA UNIDA,0.70 l,ko,24.49,34.98,,,24.49,4062400174305,PIĆE
NAPITAK ZOB EKO 1L BOOM BOX,90649548,BOOM BOX,1.00 l,ko,3.99,3.99,,,3.79,3858890477504,HRANA
ČOKOLADA ČOKSA CREAMY MILK 68g,90657774,ČOKSA,0.07 kg,ko,1.75,25.74,,,1.75,3850102001613,HRANA
DVOPEK K PLUS 320g,90657911,K PLUS,0.32 kg,ko,1.46,4.56,,,1.46,3850334019097,HRANA
DVOPEK INTEGRALNI K PLUS 320g,90657913,K PLUS,0.32 kg,ko,1.46,4.56,,,1.46,3850334019127,HRANA
OM ORNEL GOLD DREAM 800ml,90662864,ORNEL,0.80 l,ko,3.49,4.36,,,3.49,3850105181893,SREDSTVA ZA ČIŠĆENJE
DET JAR PLAT PLUS LEMON 29 TAB ,90662878,JAR ADW,29.00 ko,ko,25.99,0.9,,,25.99,8006540751244,SREDSTVA ZA ČIŠĆENJE
PIVO 5TH ELEMENT LELA 0.5L LIM ,90667922,5TH ELEMENT,0.50 l,ko,2.55,5.1,,,2.55,3859893750342,PIĆE
GRAŠAK-MRKVA 400g LEDO,90668439,LEDO,0.40 kg,ko,1.12,2.8,,,2.45,3850116053370,HRANA
GRAŠAK 400g LEDO,90668440,LEDO,0.40 kg,ko,1.99,4.98,,,1.19,3850116053165,HRANA
MAHUNA ZELENA 400g LEDO,90668442,LEDO,0.40 kg,ko,2.45,6.13,,,2.45,3850116053196,HRANA
MAHUNA ŽUTA 400g LEDO,90668455,LEDO,0.40 kg,ko,1.6,4,,,1.6,3850116053226,HRANA
CARSKA MJEŠAVINA 400g LEDO,90668464,LEDO,0.40 kg,ko,2.79,6.98,,,2.79,3850116053318,HRANA
ŠPINAT 400g LEDO,90668483,LEDO,0.40 kg,ko,1.59,3.98,,,2.45,3850116053257,HRANA
BOROVNICA 300g LEDO,90668489,LEDO,0.30 kg,ko,5.49,18.3,,,5.49,3850116053646,HRANA
ŠUMSKO VOĆE 300g LEDO,90668492,LEDO,0.30 kg,ko,5.09,16.97,,,3.19,3850116053585,HRANA
VIŠNJA 300g LEDO,90668497,LEDO,0.30 kg,ko,4.89,16.3,,,3.59,3850116053554,HRANA
MALINA 300g LEDO,90668501,LEDO,0.30 kg,ko,6.09,20.3,,,5.49,3850116053615,HRANA
ŠUNKA U OVITKU SLJEME 350g,90668733,PIK,0.35 kg,ko,3.07,8.77,,,3.07,3850139522754,HRANA
KRUH RUSTIK PAK 500g PIK RIJEKA,90669069,PIK RIJEKA,0.50 kg,ko,2.35,4.7,,,2.15,3850135230165,HRANA
KRUH ZRNKO PAK 500g PIK RIJEKA,90669073,PIK RIJEKA,0.50 kg,ko,2.35,4.7,,,2.15,3850135230158,HRANA
KOLAČ LONDONERI ORAH 400g PIK RIJEKA,90669089,PIK RIJEKA,0.40 kg,ko,4.99,12.48,,,4.99,3850135265525,HRANA
MJEŠAVINA HELJDA I BROKULA 350g,90669496,LEDO,0.35 kg,ko,3.59,10.27,,,3.59,3850116057774,HRANA
BUĐOLA 80g GROTA,90669799,GROTA,0.08 kg,ko,4.79,59.88,,,3.79,3859893167256,HRANA
TP VLAŽNI ZEWA SENSITIVE 80/1,90669825,ZEWA,80.00 ko,ko,4.99,0.06,,,4.99,7322541395050,TOALETNE POTREPŠTINE
LOSOS HLAD DIMLJ 150g LASCHINGER,90670081,LASCHINGER,0.15 kg,ko,12.39,82.6,,,12.39,4010871050048,HRANA
KEKS NUTELLA BISCUITS T3 41.4g,90670478,FERRERO,0.04 kg,ko,1.25,30.19,,,1.05,8000500359358,HRANA
LOSOS HLAD DIMLJ 200g LASCHINGER,90670530,LASCHINGER,0.20 kg,ko,15.99,79.95,,,15.99,4010871053353,HRANA
MARINIRANI PILEĆI MIX RAW-ŠTILJ ,90672695,RAW ŠTILJ,1.00 kg,kg,9.49,9.49,,,9.49,3850159155352,HRANA
NAPITAK ISO SPORT LIMUN GREJP NEG. 1.5L,90672908,ISO SPORT,1.50 l,ko,3.19,2.13,,,3.19,3850108073171,PIĆE
SIR PARMIGGIANO REGG DOP 12 MJ 150g,90672985,AGRIFORM,0.15 kg,ko,7.09,47.27,,,6.59,8016129000847,HRANA
SIR PARMIGGIANO REGG RIBANI 60g,90672986,PARMAREGGIO,0.06 kg,ko,2.49,41.5,,,2.35,8010721974513,HRANA
SIR PROVOLONE DOLCE 200g,90673002,AGRIFORM,0.20 kg,ko,4.99,24.95,,,4.99,8003518102107,HRANA
KOBASICA PARIŠKA S POVRĆEM 350g,90673118,GAVRILOVIĆ,0.35 kg,ko,4.69,13.4,,,4.69,3858892724460,HRANA
KOBASICA PARIŠKA 350g,90673121,GAVRILOVIĆ,0.35 kg,ko,4.69,13.4,,,4.69,3858892724446,HRANA
ŠUNKA WEIN SCHWARZ 100g NAR,90673824,WEIN,0.10 kg,ko,2.65,26.5,,,2.65,4003419002500,HRANA
PIVO STAROČEŠKO 6PACK 0.5L ,90674158,STAROČEŠKO,3.00 l,ko,8.69,2.9,,,8.69,3859893750366,PIĆE
KIKIRIKI HRUSTY U TIJESTU PAPRIKA 150g,90674535,HRUSTY,0.15 kg,ko,1.59,10.6,,,1.59,3850334035400,HRANA
PAŠTETA PILEĆA CLASSIC POLI 95g,90674697,POLI,0.10 kg,ko,1.49,15.68,,,1.49,3838977043846,HRANA
NAMAZ LINO LADA MILK 350g PODRAVKA,90674753,LINO LADA,0.35 kg,ko,4.99,14.26,,,4.99,3850104267109,HRANA
VALJUŠCI MINUTE 500g,90675081,MINUTE,0.50 kg,ko,1.95,3.9,,,1.95,3850334018410,HRANA
ALUFOLIJA EXTRA ČVRSTA 20MX29cm F&P,90675170,FRESH&PACK,1.00 ko,ko,2.99,2.99,,,2.99,3850334431585,PROIZVODI ZA KUĆANSTVO
FOLIJA PRIJANJAJUĆA 50MX29cm F&P,90675181,FRESH&PACK,1.00 ko,ko,1.59,1.59,,,1.59,3850334431622,PROIZVODI ZA KUĆANSTVO
PAPIR PEČENJE 20MX38cm F&P,90675185,FRESH&PACK,1.00 ko,ko,3.19,3.19,,,3.19,3850334431646,PROIZVODI ZA KUĆANSTVO
NAMAZ POVRTNI SLANUTAK 95g ARGETA,90675212,ARGETA,0.10 kg,ko,2.29,24.11,,,2.29,8606018021826,HRANA
PILEĆI FILE 500g,90675497,CEKIN,0.50 kg,ko,7.79,15.58,,,7.79,3850159110986,HRANA
GIN CASTLE 0.7L ,90675742,CASTLE,0.70 l,ko,6.99,9.99,,,6.99,3850164243525,PIĆE
LIKER HERBAL MEISSTER 0.7 L,90675743,HERBAL MEISSTER,0.70 l,ko,6.89,9.84,,,6.89,3850164243518,PIĆE
VODKA ATLAS 0.7 L,90675752,ATLAS,0.70 l,ko,6.89,9.84,,,6.89,3850164243501,PIĆE
VJEŠALICA PUNJ SIR I ŠUNK RAW ŠTILJ 400g MAP,90677932,RAW ŠTILJ,0.40 kg,ko,4.99,12.48,,,4.19,3859893373893,HRANA
WHISKAS MM PD RIBA 4X85G,90678118,WHISKAS,0.34 kg,ko,3.39,9.97,,,3.39,5900951303166,PROIZVODI ZA KUĆANSTVO
WHISKAS SM GOVEDINA 300G,90678129,WHISKAS,0.30 kg,ko,2.99,9.97,,,2.99,5998749144183,PROIZVODI ZA KUĆANSTVO
WHISKAS MM PERAD 4X85 G,90678135,WHISKAS,0.34 kg,ko,3.39,9.97,,,3.39,4770608263652,PROIZVODI ZA KUĆANSTVO
WHISKAS MM KLASIČNI IZBOR 4X85G,90678146,WHISKAS,0.34 kg,ko,3.39,9.97,,,3.39,5900951301841,PROIZVODI ZA KUĆANSTVO
PULLED PORK 500g VAK PIK,90682745,PIK VRBOVEC,0.50 kg,ko,8.79,17.58,,,8.99,3850139130201,HRANA
KITTY MM PIL 100G ALU,90682881,KITTY,0.10 kg,ko,0.59,5.9,,,0.59,3850334028440,PROIZVODI ZA KUĆANSTVO
KIKIRIKI HRUSTY U TIJES LUK/VRHNJE 150g,90692847,HRUSTY,0.15 kg,ko,1.59,10.6,,,1.59,3850334035455,HRANA
CEKIN PRSA BEZ KOŽE OB PAK,90692886,CEKIN,1.00 kg,kg,5.79,5.79,,,7.09,3850159110962,HRANA
MASLINE LECCINO BIO 150g MONINI,90697950,MONINI,0.15 kg,ko,4.29,28.6,,,4.29,8005510010039,HRANA
VAFL PRUTIĆI FINESSE KAKAO 250g,90698065,FINESSE,0.25 kg,ko,2.35,9.4,,,2.35,3850334035943,HRANA
VAFL PRUTIĆI FINESSE LJEŠNJAK 250g,90698067,FINESSE,0.25 kg,ko,2.35,9.4,,,2.35,3850334035967,HRANA
VISKI J WALKER BLACK 0.7L,90698186,JOHNNIE WALKER,0.70 l,ko,43.99,62.84,,,43.99,5000267024202,PIĆE
MEKSIČKI MIX GOLD 265g BONDUELLE,90698203,BONDUELLE,0.27 kg,ko,2.59,9.77,,,2.59,3083681152333,HRANA
KOBASICA MINIKO CLASSIC 60g,90698594,GAVRILOVIĆ,0.06 kg,ko,2.95,49.17,,,2.95,3858892724668,HRANA
KOBASICA MINIKO SPICY 60g,90698596,GAVRILOVIĆ,0.06 kg,ko,2.95,49.17,,,2.95,3858892724682,HRANA
ČIPS HRUSTY SLANI RR 150g,90699035,HRUSTY,0.15 kg,ko,1.45,9.67,,,1.45,3850334009760,HRANA
PUREĆE MLJEVENO MESO 700g,90699043,VINDON,0.70 kg,ko,5.29,7.56,,,4.49,3850339413081,HRANA
INSTANT NES CREMA SENS ST 95g,90699124,NESCAFE,0.10 kg,ko,8.69,91.47,,,7.89,8445290699862,HRANA
INSTANT NES GOLD 95g NESTLE,90699127,NESCAFE,0.10 kg,ko,9.99,105.16,,,9.39,8445290492722,HRANA
ZP COLGATE LPP WHITENING 75ml,90699246,COLGATE,0.08 l,ko,2.79,37.2,,,2.59,6920354836091,KOZMETIKA
NEKTAR MOJ DAN NARANČA 1L ,90699263,MOJ DAN,1.00 l,ko,1.29,1.29,,,1.29,3850334028112,PIĆE
BISKVIT SUNNY PREL KAKAO PUNJENJE 240g 8/1,90702777,SUNNY,0.24 kg,ko,1.99,8.29,,,1.99,3850334044006,HRANA
ROLADA SUNNY KAKAO 200g,90702780,SUNNY,0.20 kg,ko,1.49,7.45,,,1.49,3850334044082,HRANA
BISKVIT SUNNY KAKAO 200g 8/1,90702782,SUNNY,0.20 kg,ko,1.79,8.95,,,1.79,3850334043931,HRANA
BISKVIT SUNNY MARELICA 200g 8/1,90702784,SUNNY,0.20 kg,ko,1.79,8.95,,,1.79,3850334043955,HRANA
ROLADA SUNNY VANILIJA 200g,90702789,SUNNY,0.20 kg,ko,1.49,7.45,,,1.49,3850334044044,HRANA
ROLADA SUNNY LJEŠNJAK 200g,90702791,SUNNY,0.20 kg,ko,1.49,7.45,,,1.49,3850334044068,HRANA
TORTILLA PŠEN 6X25cm 370g HRUSTY,90702818,HRUSTY,0.37 kg,ko,1.99,5.38,,,1.99,8605002359730,HRANA
VAFL FRONDI NOUGAT 250g KRAŠ,90702854,FRONDI,0.25 kg,ko,3.19,12.76,,,3.19,3850102002221,HRANA
VAFL FRONDI KAKAO 250g KRAŠ,90702867,FRONDI,0.25 kg,ko,3.19,12.76,,,3.19,3850102002245,HRANA
MARGARIN MARGO NOVA 225g ZVIJEZDA,90703044,MARGO,0.23 kg,ko,1.59,7.07,,,1.49,3856015327284,HRANA
PIVO HEINEKEN SILVER 0.5L LIM,90703112,HEINEKEN,0.50 l,ko,2.19,4.38,,,2.09,3850103902452,PIĆE
PAN RIBLJI ŠTAPIĆ FILET 450g LEDO,90703190,LEDO,0.45 kg,ko,6.09,13.52,,,6.09,3850116066547,HRANA
BRIJAČ JEDNOK GILL BLUE2 PLUS 5/1,90703238,GILLETTE,5.00 ko,ko,6.49,1.3,,,6.49,3014260283254,KOZMETIKA
GAZ PIĆE T.HENRY PINK GRAPEFRUIT 0.2L,90703407,THOMAS HENRY,0.20 l,ko,2.65,13.25,,,2.65,4251760800119,PIĆE
SIRUP K PLUS LEDENI ČAJ BRESKVA 1L,90703451,K PLUS,1.00 l,ko,2.55,2.55,,,2.55,3850334044174,PIĆE
SIRUP K PLUS ŠUMSKO VOĆE 1L,90703453,K PLUS,1.00 l,ko,2.55,2.55,,,2.55,3850334044198,PIĆE
SIRUP K PLUS NARANČA 1L,90703456,K PLUS,1.00 l,ko,2.55,2.55,,,2.55,3850334044211,PIĆE
SIRUP K PLUS LIMUN BAZGA 1L,90703465,K PLUS,1.00 l,ko,2.55,2.55,,,2.55,3850334044334,PIĆE
KRUH PRIMORSKI 500g PAK MLINAR,90703613,MLINAR,0.50 kg,ko,2.75,5.5,,,2.59,3858889899973,HRANA
COCKTAIL RTD HAVANA CLUB COLA 0.33L,90703889,HAVANA,0.33 l,ko,3.89,11.79,,,3.69,4005971394307,PIĆE
SLAD LEDO M3 KING HARMONY 3x90ml,90704223,LEDO,0.27 l,ko,8.49,31.41,,,8.49,3850116056982,HRANA
SLAD QUATTRO NOSTALGIJA 1650ml,90704237,QUATTRO,1.65 l,ko,9.09,5.51,,,9.09,3850116058719,HRANA
SALAMA TR ISTRIJANKA 80g HISTRIS,90704264,HISTRIS,0.08 kg,ko,4.19,52.38,,,3.79,3859893167065,HRANA
SLAD MACHO SANDWICH KIKIRIKI 129ml,90704269,MACHO,0.13 l,ko,2.45,18.99,,,2.45,3850116056685,HRANA
SLAD LEDO MACHO ČOKO NARANČA 75ml,90704276,LEDO,0.08 l,ko,2.19,29.19,,,2.19,3850116056715,HRANA
SLAD KING HARMONY 90ml LEDO,90704279,KING,0.09 l,ko,3.49,38.77,,,3.39,3850116056951,HRANA
KOLAČ BAKINA PITA 500g PIK RIJEKA,90704387,PIK RIJEKA,0.50 kg,ko,5.49,10.98,,,5.49,3850135267031,HRANA
PIVO OŽUJSKO 6PACK 0.33L LIM ,90705056,OŽUJSKO,1.98 l,ko,7.19,3.63,,,7.09,3850131006061,PIĆE
ČIPS HRUSTY SLANI XCUT 150g,90705105,HRUSTY,0.15 kg,ko,1.45,9.67,,,1.45,3850334044686,HRANA
PIRE VOĆ JAB BRES MAN BIO100Gg FRULLA ,90705134,FRULLA,0.10 kg,ko,1.45,14.5,,,1.45,8024985000819,HRANA
PIRE VOĆ JAB BAN BIO100g FRULLA,90705139,FRULLA,0.10 kg,ko,1.45,14.5,,,1.45,8024985000802,HRANA
PIRE VOĆ KRUŠKA BIO 100g FRULLA,90705141,FRULLA,0.10 kg,ko,1.45,14.5,,,1.45,8024985000840,HRANA
PIRE VOĆ JAB BOB VOĆ  BIO 100g FRULLA,90705143,FRULLA,0.10 kg,ko,1.45,14.5,,,1.45,8024985000796,HRANA
ČIPS HRUSTY LUK I VRHNJE  XCUT 150g,90705147,HRUSTY,0.15 kg,ko,1.59,10.6,,,1.59,3850334044730,HRANA
KOKICE CHIO SLANE 75g,90705270,CHIO,0.08 kg,ko,1.75,23.33,,,1.75,8595606209398,HRANA
ČIPS CRUNCHIPS  PAPRIKA 130g,90705469,LORENZ,0.13 kg,ko,2.79,21.46,,,2.79,4018077005589,HRANA
FLIPS CURLY CLASSIC 120g LORENZ,90705485,LORENZ,0.12 kg,ko,2.85,23.75,,,2.49,4018077006654,HRANA
SARDINA S POVRĆ U UMAKU 100g/50g ,90705604,EVA,0.05 kg,ko,2.49,49.8,,,2.09,3856020262587,HRANA
MUFFIN SUNNY ČOKOLADA 30gX2KOM,90705609,SUNNY,0.06 kg,ko,0.59,9.83,,,0.59,3850334043283,HRANA
KROASAN SUNNY MIDI KAKAO ČOK 50g,90705617,SUNNY,0.05 kg,ko,0.59,11.8,,,0.59,3850334043245,HRANA
STUDENTSKI MIX FAMILY PACK EC 300g,90705629,EUROCOMPANY,0.30 kg,ko,4.39,14.63,,,4.39,3872084014368,HRANA
DUO MIX BRUSN I ORAH IND FP EC 300g,90705631,EUROCOMPANY,0.30 kg,ko,6.19,20.63,,,6.19,3872084014474,HRANA
PISTACIO FP EC LJUSKA SLANI 300g,90705636,EUROCOMPANY,0.30 kg,ko,9.39,31.3,,,9.09,3872084015099,HRANA
NAPITAK HIDRA ISO 0.33L ,90705683,HIDRA,0.33 l,ko,1.25,3.79,,,1.19,3850131005934,PIĆE
NAPITAK HIDRA UP 0.33L ,90705688,HIDRA,0.33 l,ko,1.25,3.79,,,1.19,3850131005910,PIĆE
KROASAN SUNNY MIDI VANILI 50g,90705709,SUNNY,0.05 kg,ko,0.59,11.8,,,0.59,3850334043184,HRANA
KROASAN SUNNY MINI KAKAO ČOK 60g,90705759,SUNNY,0.06 kg,ko,0.73,12.17,,,0.73,3850334043221,HRANA
ČETKICA OB 3 EFFECT NAT DUO,90705800,ORAL B,0.50 ko,ko,3.19,6.38,,,3.19,3014260022839,KOZMETIKA
SPREJ AMBRE S KIDS SENS SPF50 270ml,90705906,GARNIER AMBRE SOLAIR,0.27 l,ko,26.99,99.96,,,26.99,3600542522915,KOZMETIKA
ČIPS LAY'S  SLANI 130g,90706000,PEPSICO,0.13 kg,ko,2.85,21.92,,,2.75,5900259127600,HRANA
KRUH BIJELI REZ 500g PAK PIK RIJEKA,90706003,PIK RIJEKA,0.50 kg,ko,1.79,3.58,,,1.59,3850135222511,HRANA
KRUH POLUBIJ REZ 500g PAK PIK RIJEKA,90706005,PIK RIJEKA,0.50 kg,ko,1.79,3.58,,,1.59,3850135222528,HRANA
ČIPS LAY'S  MAXX PAPRIKA 120g,90706138,PEPSICO,0.12 kg,ko,2.85,23.75,,,2.75,5900259128966,HRANA
NEG PIĆE CAPPY PINK LEMONADE 0.4L,90706211,CAPPY,0.40 l,ko,1.49,3.73,,,1.49,5449000056245,PIĆE
TUNJ SALATA PROTEIN 160g EVA,90706294,EVA,0.16 kg,ko,5.39,33.69,,,5.39,3856020263904,HRANA
MAGLICA TROPIC SUN BIOBAZA 250ml,90706297,BIOBAZA,0.25 l,ko,9.19,36.76,,,9.19,3856020909796,KOZMETIKA
PAŠTETA PILEĆA CREAM 95g LINO,90706304,LINO,0.10 kg,ko,1.85,19.47,,,1.85,3856020260439,HRANA
VREĆA SMEĆE POWER FINO 160L 10/1,90706380,FINO,10.00 ko,ko,6.09,0.61,,,6.09,5201314932048,PROIZVODI ZA KUĆANSTVO
PEL PAMPERS PREMIUM JP S2 88/1,90706571,PAMPERS,88.03 ko,ko,30.99,0.35,,,30.99,8006540857717,TOALETNE POTREPŠTINE
MIX NESCAFE STRONG 3U1 10/1 140g,90706635,NESCAFE,0.14 kg,ko,3.69,26.36,,,3.69,8445290749413,HRANA
KOBASICA ISTARSKA SUHA 135g,90706696,PISINIUM,0.14 kg,ko,6.59,48.81,,,6.49,3858894291083,HRANA
VODA IZVOR JANA KOKOS 0.5L,90706881,JANA,0.50 l,ko,1.55,3.1,,,1.55,3858890879889,PIĆE
VODA MINERALNA JANA SČ 0.75L,90706885,JANA,0.75 l,ko,1.15,1.53,,,1.15,3858890879353,PIĆE
VODA FUNKC JANA VIT COLLAGEN 0.5L,90706895,JANA,0.50 l,ko,1.49,2.98,,,1.49,3858890879940,PIĆE
PILEĆI FILE ZABATKA CEKIN 500g,90707054,CEKIN,0.50 kg,ko,5.49,10.98,,,4.19,3850159112843,HRANA
PILEĆI STRIPS CEKIN 350 g,90707055,CEKIN,0.35 kg,ko,6.49,18.54,,,6.49,3850159112836,HRANA
PILEĆI BATAK I FILE ZABATKA CEKIN,90707059,CEKIN,1.00 kg,kg,9.09,9.09,,,9.09,3850159110924,HRANA
KAVA LEDENA STARBUCKS SKINNY 220ml,90707304,STARBUCKS,0.22 l,ko,3.29,14.97,,,3.29,5711953100345,HRANA
GRAŠAK GARDEN GOOD 3x200/3x130g,90707354,GARDEN GOOD,0.39 kg,ko,2.85,7.31,,,2.85,8605028600144,HRANA
JUŠNE OKRUGLICE MY TOPPINGS 200g,90707357,MY TOPPINGS,0.20 kg,ko,1.55,7.75,,,1.55,9001411922081,HRANA
BANJALUČKI ĆEVAP E 500g PPK,90707581,PPK,0.50 kg,ko,5.99,11.98,,,5.39,3858890803860,HRANA
 LASAGNE ALLA BOLOGNESE CHEF 400g,90707750,EUROCHEF,0.40 kg,ko,6.29,15.73,,,6.29,8013554010007,HRANA
KUS KUS PILETINA I POVRĆE CHEF 250g,90707756,EUROCHEF,0.25 kg,ko,6.29,25.16,,,6.29,8013554112114,HRANA
CRVENA RIŽA PILETINA POVRĆE CHEF 250g,90707849,EUROCHEF,0.25 kg,ko,6.29,25.16,,,6.29,8013554112053,HRANA
PILEĆI CURRY BASMATI RIŽA CHEF 250g,90707867,EUROCHEF,0.25 kg,ko,7.59,30.36,,,7.59,8013554110448,HRANA
GOVEĐI GULAŠ S KRUMPIRIMA CHEF 280g,90707871,EUROCHEF,0.28 kg,ko,7.59,27.11,,,7.59,8013554103112,HRANA
PLOČICA KIKIR MED 50g NUTTY ,90708070,NUTTY BARICA,0.05 kg,ko,2.89,57.8,,,2.65,3857500109606,HRANA
PLOČICA KIKIR KAKAO 50g NUTTY,90708072,NUTTY BARICA,0.05 kg,ko,2.89,57.8,,,2.65,3857500109675,HRANA
PLOČICA KIKIR BADEM 50g NUTTY,90708075,NUTTY BARICA,0.05 kg,ko,2.89,57.8,,,1.95,3857500109637,HRANA
SIR MEKI CAMMEMBERT DELISO 125g,90712738,DELISO,0.13 kg,ko,2.29,18.32,,,2.29,3838900826584,HRANA
VREĆICA TERMO FRESH&PACK,90712925,FRESH&PACK,1.00 ko,ko,1.65,1.65,,,1.65,3850334045676,PROIZVODI ZA KUĆANSTVO
ŠUNKA PROSCIUTTO COTTO 100g NAR PAOLO,90713091,ROVAGNATI,0.10 kg,ko,3.69,36.9,,,3.69,8007141501610,HRANA
MORTADELA S PISTACIJAMA NAR 100g BORGO,90713093,ROVAGNATI,0.10 kg,ko,3.69,36.9,,,3.69,8007141521984,HRANA
HRVATSKO PILE PODLOŽAK SVJEŽE CEKIN,90713242,CEKIN,1.00 kg,kg,3.31,3.31,,,3.31,3850159112829,HRANA
NAPITAK ZOB EKO 1L BRIDGE,90713254,THE BRIDGE,1.00 l,ko,3.29,3.29,,,3.29,8019428000105,HRANA
PAHULJICE KIT KAT 330g NESTLE,90713434,NESTLE ŽITAR,0.33 kg,ko,5.59,16.94,,,5.39,5900020043191,HRANA
TOAST CLASSIC 400g MLINAR,90714180,MLINAR,0.40 kg,ko,2.35,5.88,,,2.19,3858881120419,HRANA
TOAST INTEGRALNI 400g MLINAR,90714183,MLINAR,0.40 kg,ko,2.75,6.88,,,2.55,3858881120082,HRANA
KRUH FIT 420g PAK MLINAR,90714325,MLINAR,0.42 kg,ko,2.85,6.79,,,2.69,3856028400967,HRANA
FILTER ZA KAVU MELITTA 4/40KOM,90719989,MELITA,40.00 ko,ko,3.19,0.08,,,3.09,4006508200016,PROIZVODI ZA KUĆANSTVO
VODKA SMIRNOFF ICE RED CAN 0.25L ,90719992,SMIRNOFF,0.25 l,ko,4.39,17.56,,,4.39,5410316997980,PIĆE
BUDDY MP MINI GOV JET 150g,90720040,BUDDY,0.15 kg,ko,0.87,5.8,,,0.87,3850334043702,PROIZVODI ZA KUĆANSTVO
PECIVO ŽEMLJA 75g PIK RIJEKA,90720242,PIK RIJEKA,0.08 kg,ko,0.43,5.73,,,0.37,3850135242151,HRANA
PECIVO TARTARUGA PAK 240g PIK RIJEKA,90720250,PIK RIJEKA,0.24 kg,ko,1.45,6.04,,,1.49,3850135242496,HRANA
MARINATO GRILL MINI FILE cca 800g,90720270,CEKIN,1.00 kg,kg,10.49,10.49,,,10.49,3850159150272,HRANA
MLIJ NAM K PLUS 70g,90724740,K PLUS,0.07 kg,ko,0.49,7,,,0.49,3850334063182,HRANA
PROTEIN NAPITAK ČOKOLADA 250ML ZOTT,90724904,ZOTT,0.25 l,ko,1.75,7,,,1.59,4014500520032,HRANA
RUČNIK PAP PALOMA DESIGN 3SL 3/1,90725046,PALOMA,3.00 ko,ko,3.49,1.16,,,3.49,3838952033930,PROIZVODI ZA KUĆANSTVO
JOGURT SOJIN NATURAL 400g ALPRO,90725242,ALPRO,0.40 kg,ko,3.69,9.23,,,3.69,5411188137979,HRANA
