"NAZIV_PROIZVODA";"ŠIFRA_PROIZVODA";"MARKA_PROIZVODA";"NETO_KOLIÈINA";"JEDINICA_MJERE";"MALOPROD.CIJENA(EUR)";"CIJENA_ZA_JEDINICU_MJERE";"MPC_POSEB.OBLIK_PROD";"POSEB.OBLIK_PROD__ZA_JEDINICU_MJERE";"NAJNIŽA_MPC_U_30DANA";"SIDRENA_CIJENA";"BARKOD";"KATEGORIJA_PROIZVODA"
"*SIR DŽIUGAS KOLUT 6 MJESECI";"910015501";"NO BRAND";"1";"KG";"13,9";"13,9";"0";"0";"0";"13,9";"";"HRANA"
"*SIR EDAMER BON";"910103301";"NO BRAND";"1";"KG";"9,9";"9,9";"0";"0";"0";"7,9";"";"HRANA"
"*SIR EMENTALER SPOMLEK";"910140601";"NO BRAND";"1";"KG";"11,9";"11,9";"0";"0";"0";"11,5";"";"HRANA"
"*SIR EMENTALER VONK";"910212801";"NO BRAND";"1";"KG";"11,9";"11,9";"0";"0";"0";"11,9";"";"HRANA"
"*SIR GORGONZOLA I MASCARPONE";"011811001";"NO BRAND";"1";"KG";"17,9";"17,9";"0";"0";"0";"17,9";"";"HRANA"
"*SIR GOUDA AMMERLAND";"910191701";"NO BRAND";"1";"KG";"6,49";"6,49";"0";"0";"0";"6,49";"";"HRANA"
"*SIR GOUDA BON";"910103401";"NO BRAND";"1";"KG";"6,49";"6,49";"0";"0";"0";"6,49";"";"HRANA"
"*SIR GOUDA PAPRIKA I ZAÈINI 130g";"910177901";"NO BRAND";"0,13";"KG";"3,19";"24,54";"0";"0";"0";"3,19";"5902431274546";"HRANA"
"*SIR GRANBAVARESE S PLAVOM PLIJESNI";"008996601";"NO BRAND";"1";"KG";"16,9";"16,9";"0";"0";"0";"16,9";"";"HRANA"
"*SIR KAÈKAVALJ 250g";"910181201";"NO BRAND";"0,25";"KG";"4,49";"17,96";"0";"0";"0";"4,49";"4002566002852";"HRANA"
"*SIR KAÈKAVALJ 250g";"910181201";"NO BRAND";"0,25";"KG";"4,49";"17,96";"0";"0";"0";"4,49";"4002566040304";"HRANA"
"*SIR KRAVLJEG/OVÈJEG MLIJEKA 150g";"910188901";"NO BRAND";"0,15";"KG";"3,99";"26,6";"0";"0";"0";"3,99";"8445404002441";"HRANA"
"*SIR MAASDAM KOLUT 1/4 VP";"011411901";"NO BRAND";"1";"KG";"13,2";"13,2";"0";"0";"0";"13,9";"";"HRANA"
"*SIR MIJEŠANI KOZJI I OVÈJI 130g";"910178001";"NO BRAND";"0,13";"KG";"3,99";"30,69";"0";"0";"0";"3,99";"5902431274720";"HRANA"
"*SIR OLD AMSTERDAM 130g";"910178201";"NO BRAND";"0,13";"KG";"3,99";"30,69";"0";"0";"0";"3,99";"5902431277547";"HRANA"
"*SIR PAŠNJAK";"910164501";"NO BRAND";"1";"KG";"15,9";"15,9";"0";"0";"0";"15,9";"";"HRANA"
"*SIR PIAVE DOP";"013731501";"NO BRAND";"1";"KG";"21,9";"21,9";"0";"0";"0";"21,9";"";"HRANA"
"*SIR PROVOLA DIMLJENI";"018517501";"NO BRAND";"1";"KG";"17,9";"17,9";"0";"0";"0";"17,9";"";"HRANA"
"*SIR S ÈILIJEM 130g";"910187901";"NO BRAND";"0,13";"KG";"3,49";"26,85";"0";"0";"0";"3,49";"5902431277493";"HRANA"
"*SIR SA ZELENIM PESTOM 130g";"910178101";"NO BRAND";"0,13";"KG";"3,69";"28,38";"0";"0";"0";"3,69";"5902431274621";"HRANA"
"*SIR STRACCIATELLA 140g";"018516901";"NO BRAND";"0,14";"KG";"2,99";"21,36";"0";"0";"0";"2,99";"8002626001319";"HRANA"
"*SIR TRAPIST";"910015601";"NO BRAND";"1";"KG";"8,9";"8,9";"0";"0";"0";"11,9";"";"HRANA"
"*SIR TRAPIST KOLUT";"910025401";"NO BRAND";"1";"KG";"16,9";"16,9";"0";"0";"0";"16,9";"";"HRANA"
"*SLANINA GUANCIALE";"910125601";"NO BRAND";"1";"KG";"19,5";"19,5";"0";"0";"0";"19,5";"";"HRANA"
"*SRDELA BEZ GLAVE PEÈENA";"910117901";"NO BRAND";"1";"KG";"7,95";"7,95";"0";"0";"0";"7,95";"";"HRANA"
"*SUHA ŠUNKA NA POSEDARSKI 1/2 VP";"910129101";"NO BRAND";"1";"KG";"20,9";"20,9";"0";"0";"0";"20,9";"";"HRANA"
"*SUHE DIMLJENE KOSTI RINFUZA";"910119501";"NO BRAND";"1";"KG";"2,9";"2,9";"0";"0";"0";"2,9";"";"HRANA"
"*SVINJSKA PEÈENKA";"910127601";"NO BRAND";"1";"KG";"11,93";"11,93";"0";"0";"0";"11,93";"";"HRANA"
"*SVJEŽI POLUMASNI SIR";"910013301";"NO BRAND";"1";"KG";"5,9";"5,9";"0";"0";"0";"5,9";"";"HRANA"
"*SVJEŽI POSNI SIR";"910004301";"NO BRAND";"1";"KG";"5,9";"5,9";"0";"0";"0";"5,9";"";"HRANA"
"*TILZIT SIR";"910014801";"NO BRAND";"1";"KG";"11,9";"11,9";"0";"0";"0";"8,5";"";"HRANA"
"*TIROLSKA KOBASICA";"910017901";"NO BRAND";"1";"KG";"8,9";"8,9";"6,9";"6,9";"8,9";"8,9";"";"HRANA"
"*TIROLSKA KOBASICA";"910191201";"NO BRAND";"1";"KG";"5,9";"5,9";"0";"0";"0";"8,9";"";"HRANA"
"*TLAÈENICA";"910187401";"NO BRAND";"1";"KG";"7,9";"7,9";"0";"0";"0";"7,9";"";"HRANA"
"*TORTILJA S PILETINOM 195g";"910144601";"NO BRAND";"0,195";"KG";"2,59";"13,28";"2,09";"10,72";"2,59";"2,59";"";"HRANA"
"*TORTILJA S PILETINOM 390g";"910153501";"NO BRAND";"0,39";"KG";"3,99";"10,23";"0";"0";"0";"3,99";"";"HRANA"
"*TRAJNA SUHA SALAMA";"910186201";"NO BRAND";"1";"KG";"17,9";"17,9";"0";"0";"0";"17,9";"";"HRANA"
"*TVRDI PUNOMASNI KOZJI SIR 150g";"910189001";"NO BRAND";"0,15";"KG";"4,49";"29,93";"0";"0";"0";"3,99";"8436585775736";"HRANA"
"*TVRDI PUNOMASNI MIJEŠANI SIR 150g";"910189101";"NO BRAND";"0,15";"KG";"3,99";"26,6";"0";"0";"0";"3,99";"8436585774142";"HRANA"
"*TVRDI PUNOMASNI OVÈJI SIR 150g";"910189201";"NO BRAND";"0,15";"KG";"4,49";"29,93";"0";"0";"0";"3,99";"8436585778782";"HRANA"
"*ZAGREBAÈKI ODREZAK 200g";"910058501";"NO BRAND";"0,2";"KG";"2,59";"12,95";"0";"0";"0";"2,59";"3859892963941";"HRANA"
"*ZAGREBAÈKI ODREZAK I POMFRIT 660g";"910153601";"NO BRAND";"0,66";"KG";"3,99";"6,05";"0";"0";"0";"3,99";"";"HRANA"
"*ZAMJENA ZA SLANI SIR";"910162101";"NO BRAND";"1";"KG";"5,9";"5,9";"0";"0";"0";"5,9";"";"HRANA"
"*ZIMSKA SALAMA TRADICIONALNA";"910118901";"NO BRAND";"1";"KG";"18,9";"18,9";"0";"0";"0";"18,9";"";"HRANA"
"*ÆEVAPÈIÆI";"910074001";"NO BRAND";"1";"KG";"9,28";"9,28";"0";"0";"0";"9,28";"";"HRANA"
"*ÈAJNA KOBASICA";"910193501";"NO BRAND";"1";"KG";"15,9";"15,9";"0";"0";"0";"15,9";"";"HRANA"
"*ÈAJNA KOBASICA GOLD";"910192101";"NO BRAND";"1";"KG";"18,9";"18,9";"12,9";"12,9";"18,9";"18,9";"";"HRANA"
"*ÈAJNA KOBASICA GOLD MAP";"910018201";"NO BRAND";"1";"KG";"16,9";"16,9";"14,6";"14,6";"16,9";"16,9";"";"HRANA"
"*ÈEVAPI I SOMUN 550g";"910153701";"NO BRAND";"0,55";"KG";"3,99";"7,25";"0";"0";"0";"3,99";"";"HRANA"
"*ÈVARCI 100g";"910172701";"NO BRAND";"0,1";"KG";"2,59";"25,9";"0";"0";"0";"2,59";"3859892348274";"HRANA"
"*ÈVARCI RFS";"910194801";"NO BRAND";"1";"KG";"18,9";"18,9";"0";"0";"0";"19,9";"3859894364234";"HRANA"
"*ŠAMPINJONI GRILL";"910109801";"NO BRAND";"1";"KG";"6,62";"6,62";"0";"0";"0";"6,62";"";"HRANA"
"*ŠKRIPAVAC POLUTVRDI SIR";"910118301";"NO BRAND";"1";"KG";"12,9";"12,9";"0";"0";"0";"12,9";"";"HRANA"
"*ŠUNKA U OVITKU";"015632701";"NO BRAND";"1";"KG";"8,9";"8,9";"0";"0";"0";"8,9";"";"HRANA"
"*ŠUNKA U OVITKU GOLD";"910118601";"NO BRAND";"1";"KG";"8,9";"8,9";"0";"0";"0";"8,9";"";"HRANA"
"*ŠUNKA ZA PIZZU";"910190801";"NO BRAND";"1";"KG";"6,9";"6,9";"0";"0";"0";"6,9";"";"HRANA"
".ADVENTSKI KALENDAR 40,6g";"018156501";"LESTER HOUSE";"0,04";"KG";"4,99";"124,75";"0";"0";"0";"4,99";"8007185024502";"HRANA"
".ADVENTSKI KALENDAR 75g";"018216301";"NO BRAND";"0,075";"KG";"1,99";"26,53";"0";"0";"0";"1,49";"4013900509630";"HRANA"
".ADVENTSKI KALENDAR MINIONS 75g";"016890501";"NO BRAND";"0,075";"KG";"2,29";"30,53";"0";"0";"0";"1,79";"8001943660995";"HRANA"
".ADVENTSKI KALENDAR MINIONS 75g";"016890501";"NO BRAND";"0,075";"KG";"2,29";"30,53";"0";"0";"0";"1,79";"4006613002079";"HRANA"
".ADVENTSKI KALENDAR MINIONS 75g";"016890501";"NO BRAND";"0,075";"KG";"2,29";"30,53";"0";"0";"0";"1,79";"4006613002819";"HRANA"
".BISKVIT SA KREMOM OD PISTACIJA150g";"018027501";"DOLCIANDO";"0,15";"KG";"1,39";"9,27";"0";"0";"0";"1,39";"8017596133823";"HRANA"
".BONBONI ŽELE VOÆNI SOK 1kg";"016744001";"DOLCIANDO";"1";"KG";"4,99";"4,99";"3,99";"3,99";"4,99";"4,49";"8017596119131";"HRANA"
".BROKULA I CVJETAÈA MJEŠAVINA 450G";"017540201";"DELIZIE DAL SOLE";"0,45";"KG";"1,59";"3,53";"0";"0";"0";"1,59";"8017596042347";"HRANA"
".BUÐOLA DALMATINSKA";"910139301";"PUTOVANJE KROZ OKUSE";"1";"KG";"19,69";"19,69";"0";"0";"0";"17,29";"";"HRANA"
".COLA ZERO LIMENKA 6x330ml";"910214501";"BLUES";"0,33";"LT";"0,5";"1,52";"0";"0";"0";"0,4";"8017596056382";"PIÆE"
".CROISSANT LJEŠNJAK 6 kom 390g";"018515101";"DOLCIANDO";"0,39";"KG";"2,49";"6,38";"0";"0";"0";"2,49";"8017596044952";"HRANA"
".CROISSANT MARELICA 6kom 390g";"018543601";"DOLCIANDO";"0,39";"KG";"2,49";"6,38";"0";"0";"0";"2,49";"8017596044945";"HRANA"
".DENTAL STICK ZA PSE 4X7kom 720g";"016791401";"RADAMES";"0,72";"KG";"3,39";"4,71";"0";"0";"0";"2,99";"8017596119599";"PROIZVODI ZA KUÆANSTVO"
".DETERDŽ.ORHID./VANILIJA 5L 62p";"014106201";"DEXAL";"5";"LT";"4,99";"1";"0";"0";"0";"4,49";"8017596077967";"SREDSTVA ZA ÈIŠÆENJE"
".DETERDŽ.ORHID./VANILIJA 5L 62p";"014106201";"DEXAL";"5";"LT";"4,99";"1";"0";"0";"0";"4,49";"8017596077950";"SREDSTVA ZA ÈIŠÆENJE"
".DETERDŽ.ORHID./VANILIJA 5L 62p";"014106201";"DEXAL";"5";"LT";"4,99";"1";"0";"0";"0";"4,49";"8003985205691";"SREDSTVA ZA ÈIŠÆENJE"
".DETERDŽ.ORHID./VANILIJA 5L 62p";"014106201";"DEXAL";"5";"LT";"4,99";"1";"0";"0";"0";"4,49";"8003985205707";"SREDSTVA ZA ÈIŠÆENJE"
".DJED BOŽIÆNJAK 125g";"016890701";"DOLCIANDO";"0,125";"KG";"2,99";"23,92";"0";"0";"0";"2,99";"8017596119803";"HRANA"
".DJED BOŽIÆNJAK S KONFETIMA 100g";"016327101";"NO BRAND";"0,1";"KG";"1,99";"19,9";"0";"0";"0";"1,69";"4008601190782";"HRANA"
".DJED BOŽIÆNJAK S KONFETIMA 100g";"016327101";"NO BRAND";"0,1";"KG";"1,99";"19,9";"0";"0";"0";"1,69";"4013900500804";"HRANA"
".DJED BOŽIÆNJAK S KONFETIMA 100g";"016327101";"NO BRAND";"0,1";"KG";"1,99";"19,9";"0";"0";"0";"1,69";"4013900509685";"HRANA"
".DRVENI UGLJEN 5kg";"015386001";"IL BRACIERE";"5";"KG";"5,69";"1,14";"0";"0";"0";"5,69";"8017596106377";"PROIZVODI ZA KUÆANSTVO"
".FARMER UHT MLIJEKO 2,8% 1l";"910195501";"NO BRAND";"1";"LT";"0,67";"0,67";"0";"0";"0";"0,7";"5998200400179";"HRANA"
".FOCACCIA KUHANA ŠUNKA DIMLJ.PROVOL";"013719601";"TRE MULINI";"0,39";"KG";"3,29";"8,44";"0";"0";"0";"3,49";"8017596041692";"HRANA"
".GAZ.PIÆE COLA ZERO 1,75l";"016658901";"BLUES";"1,75";"LT";"0,79";"0,45";"0";"0";"0";"0,59";"8017596119162";"PIÆE"
".GAZIRANO PIÆE COLA LIM.6 kom 1,98l";"910078001";"BLUES";"0,33";"LT";"0,5";"1,52";"0";"0";"0";"0,53";"8017596053794";"PIÆE"
".GAZIRANO PIÆE TONICA ZERO 1l";"016621401";"BLUES";"1";"LT";"0,69";"0,69";"0";"0";"0";"0,69";"8017596118820";"PIÆE"
".GIANDUIOTTI 700g";"018654601";"DM DUCA MOSCATI";"0,7";"KG";"10,99";"15,7";"0";"0";"0";"10,99";"8017596140098";"HRANA"
".GUMENI BOMBONI BOŽIÆ 200g";"018223101";"NO BRAND";"0,2";"KG";"1,19";"5,95";"0";"0";"0";"0,99";"8690840226511";"HRANA"
".HRANA ZA MACKE VISE OKUS 24X100g";"018341201";"RADAMES";"2,4";"KG";"7,49";"3,12";"0";"0";"0";"6,99";"8017596133984";"PROIZVODI ZA KUÆANSTVO"
".INTEGRALNA TORTILJA 300g";"017541801";"TRE MULINI";"0,3";"KG";"1,29";"4,3";"0";"0";"0";"1,19";"8017596123039";"HRANA"
".JOGURT TO GO JAGODA 4X80g";"017719501";"PASCOLI ITALIANI";"0,32";"KG";"1,89";"5,91";"0";"0";"0";"1,99";"8017596131317";"HRANA"
".JUHA OD BUNDEVE 500g";"016163001";"DELIZIE DAL SOLE";"0,5";"LT";"1,19";"2,38";"0";"0";"0";"1";"8017596107015";"HRANA"
".JUHA SLANUTAK 500g";"016310001";"DELIZIE DAL SOLE";"0,5";"KG";"1,09";"2,18";"0";"0";"0";"1,19";"8017596107022";"HRANA"
".KEKS FROLLINI KAKAO/VRHNJE 1kg";"014448401";"DOLCIANDO";"1";"KG";"3,59";"3,59";"0";"0";"0";"3,69";"8017596076922";"HRANA"
".KEKS FROLLINI SA ÈOKOLADOM 1Kg";"016310301";"DOLCIANDO";"1";"KG";"2,99";"2,99";"0";"0";"0";"2,89";"8017596115034";"HRANA"
".KEKSI FROLLINI INTEGRALNI 1Kg";"016646701";"DOLCIANDO";"1";"KG";"2,69";"2,69";"0";"0";"0";"2,59";"8017596061706";"HRANA"
".KEKSI FROLLINI RIŽA I MLIJEKO 1Kg";"018018401";"DOLCIANDO";"1";"KG";"2,99";"2,99";"2,49";"2,49";"2,99";"2,99";"8017596129147";"HRANA"
".KEKSI FROLLINI S VRHNJEM 1Kg";"018198301";"DOLCIANDO";"1";"KG";"2,69";"2,69";"0";"0";"0";"3,19";"8017596129826";"HRANA"
".KEKSI FROLLINI ÈOKO.KARAMELA 600g";"018116901";"DOLCIANDO";"0,6";"KG";"2,89";"4,82";"0";"0";"0";"2,99";"8017596134134";"HRANA"
".KEKSI INTEGRALNI S ÈOKOLADOM 700g";"016657401";"DOLCIANDO";"0,7";"KG";"3,39";"4,84";"0";"0";"0";"2,99";"8017596117137";"HRANA"
".KEKSI KAKAO/LJEŠNJAK MIX 1Kg";"018494401";"DOLCIANDO";"1";"KG";"2,99";"2,99";"0";"0";"0";"2,99";"8017596138453";"HRANA"
".KEKSI S KAKAO I ÈOKOLADOM 350g";"016535901";"DOLCIANDO";"0,35";"KG";"1,69";"4,83";"0";"0";"0";"1,79";"8017596117083";"HRANA"
".KOLAÈIÆI PUNJENI MARELICOM 180g";"017631401";"DOLCIANDO";"0,18";"KG";"1,09";"6,06";"0";"0";"0";"0,99";"8017596130211";"HRANA"
".KOLAÈIÆI RAZNI PUNJENI 150g";"014714901";"DOLCIANDO";"0,15";"KG";"2,69";"17,93";"0";"0";"0";"2,59";"8017596109637";"HRANA"
".KOLAÈIÆI RAZNI PUNJENI 150g";"014714901";"DOLCIANDO";"0,15";"KG";"2,69";"17,93";"0";"0";"0";"2,59";"8017596110053";"HRANA"
".KROKETI ZA PSE PREMIUM 10kg";"011952601";"RADAMES";"10";"KG";"14,99";"1,5";"0";"0";"0";"14,99";"8017596064837";"PROIZVODI ZA KUÆANSTVO"
".KROKETI ZA PSE PREMIUM 10kg";"011952601";"RADAMES";"10";"KG";"14,99";"1,5";"0";"0";"0";"14,99";"8017596064844";"PROIZVODI ZA KUÆANSTVO"
".KRUH 8 ŽITARICA I SOJA 600g";"018027401";"TRE MULINI";"0,6";"KG";"1,19";"1,98";"0";"0";"0";"1,29";"8017596133830";"HRANA"
".KRUH SA ZAÈINSKIM BILJEM 500g";"017365401";"TRE MULINI";"0,5";"KG";"1,39";"2,78";"0";"0";"0";"1,09";"8017596128324";"HRANA"
".KRUH ZA SANDWICH 500g";"017928401";"TRE MULINI";"0,5";"KG";"1,99";"3,98";"0";"0";"0";"1,89";"8017596132857";"HRANA"
".KRUH ZA SENDWICH 2X175g";"017137201";"TRE MULINI";"0,35";"KG";"1,49";"4,26";"0";"0";"0";"1,39";"8017596122193";"HRANA"
".KUKURUZNI KREKERI SA SL.KARAMEL68g";"017643201";"AMO ESSERE VEG";"0,068";"KG";"1,29";"18,97";"0";"0";"0";"1,29";"8017596130730";"HRANA"
".LAMPION 24h 10kom";"910146401";"NO BRAND";"1";"PZ";"7,99";"7,99";"6,19";"6,19";"6,99";"6,99";"3858888026165";"PROIZVODI ZA KUÆANSTVO"
".LAMPION 24h 4kom";"910146301";"NO BRAND";"1";"PZ";"3,99";"3,99";"2,99";"2,99";"3,99";"3,49";"3858888021108";"PROIZVODI ZA KUÆANSTVO"
".LAMPION BIJELI RUŽE 4 DANA";"910211501";"NO BRAND";"1";"PZ";"2,99";"2,99";"0";"0";"0";"2,99";"3850401001598";"PROIZVODI ZA KUÆANSTVO"
".LAMPION S EPITAFOM 4 DANA VIŠE VR.";"910212901";"NO BRAND";"1";"PZ";"2,99";"2,99";"0";"0";"0";"2,99";"3858888027896";"PROIZVODI ZA KUÆANSTVO"
".LEDENA KAVA CAPPUC.BEZ LAKTO.230ml";"018100001";"AMO ESSERE SENZA LATTOSIO";"0,23";"LT";"0,79";"3,43";"0";"0";"0";"0,79";"24103169";"HRANA"
".LEÆA CRVENA 500g";"016827501";"DELIZIE DAL SOLE";"0,5";"KG";"1,19";"2,38";"0";"0";"0";"1,29";"8017596120847";"HRANA"
".LIGNJE OÈIŠCENE 400g";"017378701";"ONDINA";"0,4";"KG";"5,49";"13,73";"0";"0";"0";"4,49";"8017596040626";"HRANA"
".LISNATI PRUTIÆI RUŽMARIN 180g";"017205401";"TRE MULINI";"0,18";"KG";"1,29";"7,17";"0";"0";"0";"1,29";"8017596123923";"HRANA"
".MAJONEZA STAKLENKA 700g";"013353501";"DELIZIE DAL SOLE";"0,7";"LT";"2,89";"4,13";"0";"0";"0";"2,59";"8017596073310";"HRANA"
".MAJONEZA STAKLENKA 700g";"013353501";"DELIZIE DAL SOLE";"0,7";"LT";"2,89";"4,13";"0";"0";"0";"2,59";"8017596103697";"HRANA"
".MASLINE CIJELE U LECCINO 300g/180g";"015382301";"VARIAGUSTO";"0,18";"KG";"1,59";"8,83";"0";"0";"0";"1,59";"8002170417161";"HRANA"
".MASLINE CIJELE U LECCINO 300g/180g";"015382301";"VARIAGUSTO";"0,18";"KG";"1,59";"8,83";"0";"0";"0";"1,59";"8017596107527";"HRANA"
".MED CVJETNI 1kg";"014149701";"DOLCIANDO";"1";"KG";"4,99";"4,99";"0";"0";"0";"5,49";"8017596076380";"HRANA"
".MIKS FRANCUSKIH SIREVA 190g";"018665001";"LAND";"0,19";"KG";"3,69";"19,42";"0";"0";"0";"3,69";"8017596139535";"HRANA"
".MJEŠ.5 VRSTA GLJIVA SA VRGANJ. 60g";"018464001";"DELIZIE DAL SOLE";"0,06";"KG";"2,59";"43,17";"0";"0";"0";"2,69";"8017596137074";"HRANA"
".MORTAD.BOLOGNA IGP PIST.PREM.120g";"016787401";"AMO ESSERE ECCELLENTE";"0,12";"KG";"2,19";"18,25";"1,79";"14,92";"2,19";"2,19";"8017596119704";"HRANA"
".MORTAD.BOLOGNA IGP PIST.PREM.120g";"016787401";"AMO ESSERE ECCELLENTE";"0,12";"KG";"2,19";"18,25";"1,79";"14,92";"2,19";"2,19";"8017596127068";"HRANA"
".MUFFIN ÈOKOLADNI PUNJ.ÈOK.252g";"016816401";"DOLCIANDO";"0,252";"KG";"1,99";"7,9";"0";"0";"0";"1,99";"8017596119025";"HRANA"
".NAPITAK OD BADEMA BARISTA 1l";"910215101";"AMO ESSERE VEG";"1";"LT";"1,29";"1,29";"0";"0";"0";"1,29";"8017596136954";"PIÆE"
".NAPITAK SOJA OKUS VANILIJA 1l";"015921202";"AMO ESSERE VEG";"1";"LT";"1,29";"1,29";"0";"0";"0";"1,39";"8017596126467";"PIÆE"
".NAPITAK SOJA OKUS ÈOKOLADA 1l";"015949802";"AMO ESSERE VEG";"1";"LT";"1,29";"1,29";"0";"0";"0";"1,39";"8017596126474";"PIÆE"
".NAPOLITANKE LJEŠNJAK KOCKICE 250g";"016156301";"DOLCIANDO";"0,25";"KG";"1,49";"5,96";"0";"0";"0";"0,99";"8017596113221";"HRANA"
".NAPOLITANKE SA TAMNOM ÈOKOLAD.175g";"016574001";"DOLCIANDO";"0,175";"KG";"0,99";"5,66";"0,79";"4,51";"0,99";"1";"8017596116703";"HRANA"
".NUGGETS OD ALJAŠKE KOLJE 240g";"016720101";"ATHENA";"0,24";"KG";"1,99";"8,29";"0";"0";"0";"1,99";"8017596040572";"HRANA"
".OMEKŠIVAÈ ZA RUBLJE JASMIN 5l 67P";"012777301";"DEXAL";"5";"LT";"2,69";"0,54";"0";"0";"0";"2,69";"8017596068576";"SREDSTVA ZA ÈIŠÆENJE"
".PALACINKE PROTEIN 360g";"017537601";"TRE MULINI";"0,36";"KG";"2,29";"6,36";"0";"0";"0";"2,19";"8017596127464";"HRANA"
".PANDORINO ASTUCCIO 80g";"017770501";"NO BRAND";"0,08";"KG";"1,19";"14,88";"0";"0";"0";"1,19";"8017596076311";"HRANA"
".PANDORO/PANETTONE BEZ GLUT300/350G";"016327401";"AMO ESSERE SENZA GLUTINE";"0,3";"KG";"4,99";"16,63";"0";"0";"0";"4,29";"8017596100757";"HRANA"
".PANDORO/PANETTONE BEZ GLUT300/350G";"016327401";"AMO ESSERE SENZA GLUTINE";"0,3";"KG";"4,99";"16,63";"0";"0";"0";"4,29";"8017596100764";"HRANA"
".PANETTONCINO S KOMADIÆIMA ÈOK.100g";"017770601";"DM DUCA MOSCATI";"0,1";"KG";"1,19";"11,9";"0";"0";"0";"1,19";"8017596120649";"HRANA"
".PANETTONE U LIMENCI 750g";"016890801";"DM DUCA MOSCATI";"0,75";"KG";"8,99";"11,99";"0";"0";"0";"8,49";"8002734101741";"HRANA"
".PANETTONE U LIMENCI 750g";"016890801";"DM DUCA MOSCATI";"0,75";"KG";"8,99";"11,99";"0";"0";"0";"8,49";"8017596052094";"HRANA"
".PAP.RUÈ.MAXI BOB 2S, 800L, 2R";"012919901";"SOFT DREAM";"1";"PZ";"7,99";"7,99";"0";"0";"0";"6,99";"8017596076588";"TOALETNE POTREPŠTINE"
".PAP.RUÈNIK BOŽIÆ 150LIST.2SL.2ROL";"015767501";"SOFT DREAM";"1";"PZ";"3,99";"3,99";"0";"0";"0";"3,19";"8017596110985";"TOALETNE POTREPŠTINE"
".PEÈENICA DALMATINSKA 100g";"910135301";"NO BRAND";"0,1";"KG";"2,29";"22,9";"0";"0";"0";"2,29";"3859892362607";"HRANA"
".PEÈENICA DALMATINSKA 100g";"910135301";"NO BRAND";"0,1";"KG";"2,29";"22,9";"0";"0";"0";"2,29";"8017596138002";"HRANA"
".PIVO FESTBIER BEST BRAU 5,5% 5l";"016658401";"BEST BRAU";"5";"LT";"9,99";"2";"9,49";"1,9";"9,99";"9,99";"8017596118158";"PIÆE"
".PIZZA TRIO CAPR/WURST/STRACC 1140g";"016620001";"TRE MULINI";"1,14";"KG";"5,99";"5,25";"0";"0";"0";"5,99";"8017596046147";"HRANA"
".POKLON PAKET KREME ZA RUKE 3X50ml";"016859001";"FIOR DI MAGNOLIA";"0,15";"LT";"3,49";"23,27";"0";"0";"0";"2,99";"8017596121073";"KOZMETIKA"
".POKLON PAKET PANDORO 750g I VINO";"016296701";"DM DUCA MOSCATI";"1";"PZ";"7,99";"7,99";"0";"0";"0";"9,02";"8017596012159";"HRANA"
".POKLON PANETT.750g I MOSCATO 750ml";"016296801";"DM DUCA MOSCATI";"1";"PZ";"7,99";"7,99";"0";"0";"0";"9,02";"8017596012142";"HRANA"
".POSTANKSI SANDUCIC MEDENJ. 132G";"018216401";"NO BRAND";"0,077";"KG";"4,69";"60,91";"0";"0";"0";"3,99";"4006613106548";"HRANA"
".POSTANKSI SANDUCIC MEDENJ. 132G";"018216401";"NO BRAND";"0,077";"KG";"4,69";"60,91";"0";"0";"0";"3,99";"4006613010159";"HRANA"
".POSTANKSI SANDUCIC MEDENJ. 132G";"018216401";"NO BRAND";"0,077";"KG";"4,69";"60,91";"0";"0";"0";"3,99";"4006613001836";"HRANA"
".PRALINE CIOC RIP COCCO 180g";"018407401";"NO BRAND";"0,18";"KG";"2,49";"13,83";"0";"0";"0";"2,29";"8000017510075";"HRANA"
".PRALINE CREMINI 700g";"013415601";"DOLCIANDO";"0,7";"KG";"10,99";"15,7";"0";"0";"0";"8,99";"8008743040200";"HRANA"
".PRALINE CREMINI 700g";"013415601";"DOLCIANDO";"0,7";"KG";"10,99";"15,7";"0";"0";"0";"8,99";"8017596108791";"HRANA"
".PRALINE CUORE MIX 300g";"016297101";"DOLCIANDO";"0,3";"KG";"4,49";"14,97";"0";"0";"0";"3,99";"8017596114853";"HRANA"
".PRALINE S KREMOM I PERECIMA 180g";"017873201";"DOLCIANDO";"0,18";"KG";"2,49";"13,83";"0";"0";"0";"2,39";"8017596131966";"HRANA"
".PRALINE U LIMENCI 250G";"018216201";"NO BRAND";"0,25";"KG";"4,99";"19,96";"0";"0";"0";"4,69";"8017596126603";"HRANA"
".PRALINE ÈOKOLADANE S RUMOM 250g";"014030801";"DOLCIANDO";"0,25";"KG";"3,69";"14,76";"0";"0";"0";"2,99";"8017596105264";"HRANA"
".PRALINE ÈOKOLADNE TARTUFI 200g";"014030501";"DOLCIANDO";"0,2";"KG";"3,69";"18,45";"0";"0";"0";"2,99";"8017596079824";"HRANA"
".PUDING SOJA ÈOKOLADA 2X115g";"017607001";"AMO ESSERE VEG";"0,23";"KG";"0,89";"3,87";"0";"0";"0";"0,89";"24103091";"HRANA"
".RAJCICA UMAK RAZNI OKUSI 360g";"014135901";"DELIZIE DAL SOLE";"0,36";"KG";"1,19";"3,31";"0";"0";"0";"1,19";"8056737781295";"HRANA"
